970600.1,46506,0.422632794,0.323325635,0.193995381,0.060046189
970600.2,45625,0.504874652,0.318941504,0.130222841,0.045961003
970600.3,30089,0.069078947,0.757675439,0.117324561,0.055921053
970600.4,29268,0.278571429,0.482142857,0.157142857,0.082142857
970701.1,73333,0.677693762,0.148393195,0.105860113,0.06805293
970701.2,33667,0.550066756,0.174899866,0.209612817,0.065420561
970702.1,59615,0.276048714,0.400541272,0.265223275,0.058186739
970702.2,79766,0.378612717,0.375722543,0.200385356,0.045279383
970702.3,25357,0.171974522,0.562632696,0.228237792,0.037154989
970702.4,49838,0.516010499,0.206824147,0.227296588,0.049868766
970801.1,34231,0.360178971,0.437360179,0.117449664,0.085011186
970801.2,46932,0.325699746,0.368956743,0.197625106,0.107718405
970802.1,43700,0.487514863,0.243162901,0.16706302,0.102259215
970802.2,24948,0.484502447,0.13050571,0.348287113,0.036704731
970802.3,56183,0.278504673,0.238629283,0.452336449,0.030529595
